Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score,Previous_Scores
16,63,Medium,Medium,No,8,Medium,Yes,2,Low,Public,Positive,3,No,Male,63,79
17,97,Medium,Medium,Yes,8,Low,Yes,2,Low,Public,Neutral,2,No,Male,68,61
23,76,Medium,High,Yes,8,Medium,Yes,0,Medium,Public,Neutral,2,No,Female,69,98
26,76,Low,Low,Yes,8,Low,Yes,2,Low,Public,Positive,4,No,Male,66,88
18,72,High,Medium,Yes,8,High,No,2,High,Public,Neutral,4,Yes,Female,64,69
25,78,High,Low,Yes,8,Medium,Yes,3,Low,Public,Negative,4,No,Male,69,91
21,70,Low,Medium,No,6,Medium,Yes,1,Low,Public,Neutral,3,No,Male,62,61
19,75,Medium,High,Yes,5,High,Yes,0,Medium,Public,Negative,3,No,Female,65,61
19,92,Medium,Medium,Yes,7,Medium,Yes,1,Low,Public,Positive,2,No,Female,70,90
24,93,Low,High,Yes,8,Medium,Yes,1,High,Public,Neutral,4,No,Female,72,78
22,72,Medium,Medium,No,5,High,Yes,1,Low,Public,Positive,3,No,Female,66,78
34,79,High,Low,Yes,7,Low,Yes,3,Medium,Private,Negative,2,Yes,Male,70,79
15,95,Medium,Medium,No,9,Medium,No,3,Low,Public,Positive,1,No,Male,67,56
23,62,High,High,Yes,7,Low,Yes,1,Low,Public,Negative,4,No,Female,65,67
17,96,Medium,Low,Yes,9,Low,No,3,Medium,Private,Neutral,2,No,Male,68,79
15,69,Low,Medium,Yes,9,Low,Yes,2,Medium,Public,Neutral,3,No,Male,62,62
20,87,Low,Medium,Yes,7,High,Yes,1,Low,Public,Negative,3,No,Male,68,75
21,83,High,Medium,No,6,Medium,Yes,2,High,Public,Positive,3,Yes,Female,69,78
38,82,Medium,Low,No,6,Low,Yes,2,Low,Private,Negative,3,No,Male,72,97
19,94,Low,Medium,No,7,Medium,Yes,0,Medium,Public,Negative,3,Yes,Male,65,62
13,64,Medium,High,Yes,5,Medium,Yes,2,Medium,Private,Neutral,2,No,Male,63,72
22,74,High,High,Yes,5,Medium,Yes,0,Low,Public,Neutral,2,No,Female,68,99
8,82,High,Low,No,4,Medium,Yes,1,Medium,Public,Neutral,2,No,Male,62,59
19,92,Medium,Medium,Yes,7,Medium,No,0,Low,Private,Neutral,2,No,Male,69,89
20,69,Medium,Low,No,10,Medium,Yes,2,High,Public,Positive,4,No,Female,65,59
25,92,High,Medium,No,4,High,Yes,3,High,Public,Neutral,2,No,Female,74,93
26,76,High,Low,Yes,7,Medium,Yes,4,Medium,Public,Positive,3,No,Female,70,74
17,68,Medium,Low,Yes,7,High,Yes,2,Medium,Public,Positive,3,No,Female,65,99
19,90,High,High,No,7,Low,Yes,3,High,Public,Neutral,3,No,Male,70,59
15,64,Low,Low,Yes,9,Low,Yes,0,Medium,Public,Neutral,3,No,Male,59,84
13,81,Low,Medium,Yes,6,Low,Yes,1,Low,Private,Neutral,3,No,Male,63,85
22,63,Low,High,Yes,4,Low,Yes,0,Low,Public,Neutral,4,No,Female,64,86
12,74,Low,High,Yes,6,High,Yes,0,Medium,Public,Positive,3,No,Male,63,55
18,84,High,Low,No,6,Medium,Yes,2,Low,Public,Positive,2,No,Female,67,64
14,82,Medium,Medium,Yes,4,Medium,Yes,1,High,Public,Neutral,4,No,Female,65,67
23,76,Medium,Medium,No,7,Medium,Yes,2,Medium,Public,Neutral,3,No,Male,67,66
31,77,High,Medium,No,5,Medium,Yes,2,High,Public,Positive,5,No,Male,73,84
12,69,High,High,Yes,7,Low,Yes,2,Low,Public,Neutral,3,No,Male,64,53
9,78,Low,High,No,6,Medium,Yes,0,Medium,Private,Positive,3,No,Male,65,87
19,98,Medium,High,Yes,5,Medium,Yes,2,Medium,Private,Positive,3,No,Male,72,76
20,94,High,Medium,No,8,High,Yes,3,Medium,Public,Positive,4,No,Female,72,59
21,66,High,Medium,No,7,Medium,Yes,2,High,Public,Neutral,2,No,Male,66,61
17,61,High,Medium,Yes,7,High,Yes,1,Medium,Private,Negative,2,Yes,Male,62,55
19,97,Low,Medium,No,8,Medium,Yes,2,Medium,Private,Negative,1,No,Male,68,73
22,81,Medium,Low,Yes,7,Low,Yes,1,Medium,Public,Positive,3,No,Female,67,80
26,82,High,Low,No,7,Medium,Yes,1,Medium,Public,Positive,2,Yes,Female,69,79
8,91,High,Low,No,6,Medium,Yes,1,Medium,Private,Positive,3,No,Female,67,98
18,73,Medium,Medium,No,5,Medium,Yes,1,Low,Public,Negative,3,No,Female,63,65
21,79,Low,Medium,Yes,7,Low,Yes,0,Low,Private,Negative,4,No,Male,65,88
14,99,High,Medium,No,6,Low,Yes,2,High,Private,Negative,4,No,Male,71,86
30,87,Medium,Medium,No,8,Low,Yes,1,Low,Private,Neutral,1,No,Male,70,53
16,66,Medium,Medium,Yes,7,Medium,Yes,5,Low,Public,Positive,3,No,Male,68,97
20,65,Medium,Medium,Yes,8,High,Yes,0,Low,Public,Negative,3,No,Female,65,97
23,68,Medium,High,Yes,6,Medium,Yes,4,Medium,Public,Positive,2,No,Male,68,70
16,91,Medium,Medium,Yes,5,Medium,Yes,2,High,Public,Negative,3,No,Male,69,71
9,72,Medium,High,Yes,10,Medium,No,1,High,Public,Neutral,2,No,Female,62,91
17,61,Low,High,Yes,7,Medium,No,2,Medium,Public,Negative,4,No,Female,62,75
26,98,High,Low,No,8,Low,Yes,1,High,Public,Positive,2,Yes,Female,72,90
18,67,High,Medium,No,5,High,Yes,0,Medium,Private,Neutral,4,No,Male,64,52
15,60,High,Medium,No,7,Low,Yes,0,Low,Public,Positive,1,Yes,Female,58,63
26,69,High,Medium,No,9,Low,Yes,1,Low,Public,Neutral,3,No,Male,66,55
18,69,Medium,Low,Yes,5,Low,Yes,1,Low,Public,Positive,4,No,Male,64,73
17,77,Medium,High,Yes,10,Low,Yes,3,High,Private,Positive,1,No,Female,68,93
21,97,Low,Low,No,7,Medium,Yes,0,High,Public,Neutral,3,No,Female,69,78
25,95,Low,High,No,6,Medium,Yes,1,Low,Public,Positive,5,No,Male,71,76
34,78,Medium,High,Yes,8,Medium,Yes,1,Medium,Public,Negative,2,No,Male,71,68
25,76,Medium,Medium,Yes,9,Medium,Yes,0,High,Private,Positive,3,No,Male,67,53
27,82,High,Low,Yes,6,Medium,Yes,2,High,Private,Neutral,3,No,Male,71,88
17,70,Medium,Medium,Yes,6,Low,Yes,2,Medium,Public,Positive,3,No,Female,64,79
14,62,Medium,Medium,Yes,7,High,Yes,0,Medium,Public,Positive,1,No,Male,62,97
20,98,Medium,Medium,No,8,Medium,Yes,1,High,Public,Negative,4,No,Female,70,72
21,67,Low,High,No,7,Low,Yes,2,Low,Private,Negative,2,No,Female,63,70
14,68,High,Medium,Yes,8,High,Yes,0,High,Public,Positive,3,No,Female,66,99
19,79,Medium,Medium,Yes,8,Low,Yes,2,Low,Public,Positive,3,No,Male,65,57
22,80,Medium,High,No,7,Medium,Yes,1,High,Public,Positive,3,No,Male,69,63
22,61,High,Low,Yes,6,Medium,Yes,1,Low,Public,Negative,3,No,Male,63,74
23,66,Medium,Medium,No,7,Low,Yes,1,High,Public,Neutral,2,No,Male,64,76
22,75,Medium,Medium,Yes,10,High,Yes,2,Low,Public,Neutral,2,No,Male,66,77
17,87,Medium,Medium,Yes,7,Medium,Yes,4,High,Public,Negative,3,Yes,Female,67,61
17,69,High,High,Yes,9,Medium,Yes,2,Low,Public,Negative,3,No,Male,66,96
13,77,Low,High,No,6,Low,Yes,2,Low,Public,Neutral,4,No,Female,65,85
31,82,High,Medium,Yes,7,Medium,No,2,High,Private,Positive,2,No,Male,72,63
20,96,High,Medium,Yes,8,High,Yes,0,Medium,Public,Neutral,2,No,Female,70,65
19,73,Medium,Medium,Yes,9,Medium,Yes,1,High,Public,Positive,1,No,Female,67,94
14,65,Medium,High,No,9,Low,Yes,4,Medium,Public,Neutral,3,No,Male,64,69
38,80,High,Medium,No,5,Medium,Yes,1,Low,Public,Positive,4,No,Female,72,78
14,90,Medium,Medium,Yes,9,Medium,Yes,0,Low,Public,Neutral,4,No,Female,65,56
17,64,High,Low,Yes,10,Medium,Yes,0,High,Public,Positive,3,No,Female,62,63
22,77,Medium,High,No,6,High,Yes,3,Low,Public,Negative,4,No,Female,67,71
24,61,Medium,Medium,No,6,High,Yes,0,Medium,Public,Positive,3,Yes,Male,64,83
26,61,Medium,Medium,No,7,Low,Yes,0,Medium,Private,Negative,3,No,Male,63,64
31,79,Medium,High,No,7,Medium,Yes,1,Medium,Public,Neutral,2,No,Male,72,98
23,72,Low,Medium,No,6,High,Yes,1,High,Public,Positive,5,No,Male,66,61
14,94,High,Medium,Yes,5,Medium,Yes,0,Medium,Public,Positive,1,No,Female,70,89
18,84,Medium,Low,Yes,9,Low,Yes,0,Medium,Private,Negative,2,No,Female,66,68
22,78,High,High,No,6,Low,Yes,1,High,Public,Positive,3,No,Male,70,92
32,76,Low,Low,Yes,6,Low,Yes,0,Low,Public,Neutral,2,No,Female,67,96
12,80,Medium,Medium,Yes,7,High,Yes,1,Low,Public,Positive,2,No,Female,64,59
27,62,High,Medium,No,5,Medium,Yes,2,Medium,Public,Positive,2,No,Male,67,75
21,96,High,High,Yes,5,Medium,Yes,0,High,Public,Neutral,4,No,Male,72,58
25,100,High,Low,No,6,Low,Yes,1,Medium,Public,Positive,3,No,Male,72,85
19,67,High,Medium,Yes,8,Low,Yes,2,High,Public,Neutral,5,No,Female,68,92
15,65,Medium,Medium,Yes,7,Medium,Yes,1,High,Public,Neutral,3,No,Female,64,69
25,66,High,Medium,Yes,4,Medium,No,1,High,Public,Positive,3,No,Male,66,70
24,86,Low,High,No,9,Medium,Yes,0,Low,Private,Positive,3,No,Male,68,60
26,86,Low,Low,No,8,Low,Yes,0,Low,Public,Neutral,4,No,Female,66,65
20,94,Low,High,Yes,7,High,Yes,1,Low,Private,Positive,1,No,Female,70,66
16,90,High,High,Yes,7,High,Yes,1,Low,Public,Neutral,4,No,Female,70,58
11,78,Low,High,Yes,8,Medium,Yes,0,Medium,Private,Neutral,2,No,Female,62,65
25,85,Low,Medium,Yes,10,Medium,Yes,0,Medium,Public,Positive,1,No,Male,69,95
23,88,Medium,Medium,Yes,8,Low,Yes,2,Medium,Private,Positive,2,No,Male,69,66
14,81,Medium,Medium,Yes,7,Medium,Yes,2,Medium,Public,Positive,4,Yes,Male,66,64
17,79,High,High,No,5,Medium,Yes,4,Low,Public,Negative,3,No,Female,68,69
17,86,Medium,High,No,7,Medium,Yes,2,Low,Public,Positive,5,No,Male,71,98
11,82,Medium,Medium,Yes,8,Medium,No,1,Low,Private,Negative,2,No,Female,64,88
15,86,Low,High,No,7,Medium,Yes,2,Medium,Public,Positive,3,No,Male,67,60
13,85,Medium,High,Yes,6,Medium,Yes,2,Medium,Public,Positive,3,No,Female,68,88
18,89,Low,High,Yes,8,Low,Yes,0,High,Public,Negative,1,No,Male,67,88
16,86,Medium,Medium,No,6,High,Yes,1,Low,Public,Neutral,3,No,Male,68,98
10,81,Medium,High,Yes,8,Medium,Yes,5,Low,Public,Positive,3,No,Female,69,95
32,87,Medium,High,Yes,6,Medium,Yes,0,Low,Public,Neutral,3,No,Male,71,55
28,78,High,Low,Yes,4,Low,No,3,Low,Private,Positive,4,No,Female,68,73
15,70,High,High,No,6,High,Yes,0,Low,Private,Positive,2,No,Male,65,85
22,60,Low,Medium,No,7,Medium,Yes,1,Low,Public,Neutral,3,No,Male,63,99
23,82,Low,Medium,Yes,8,Medium,Yes,0,Medium,Public,Negative,1,No,Female,65,54
27,84,High,High,No,8,Low,Yes,3,Low,Private,Positive,2,Yes,Female,72,68
15,99,Low,Medium,Yes,5,Low,Yes,2,Medium,Public,Neutral,1,No,Male,67,75
27,74,Medium,High,No,7,Medium,Yes,1,Medium,Public,Positive,3,No,Female,69,71
17,76,Medium,Medium,No,6,Medium,Yes,3,Low,Private,Neutral,3,No,Male,67,73
12,68,High,Medium,Yes,6,Low,Yes,2,Medium,Public,Positive,4,No,Male,64,68
24,63,Medium,Low,No,6,Low,No,0,Low,Public,Positive,3,No,Female,62,99
28,91,Low,Medium,No,7,Medium,Yes,2,High,Private,Neutral,3,No,Male,71,90
36,70,Low,High,No,10,Medium,Yes,2,Low,Public,Positive,3,No,Male,70,87
13,84,Low,Medium,No,10,Low,Yes,1,Medium,Public,Neutral,3,No,Male,64,71
24,88,Medium,Medium,Yes,6,Medium,Yes,0,Low,Private,Negative,2,No,Male,69,94
18,79,Medium,Medium,Yes,7,Medium,Yes,1,Low,Public,Positive,3,No,Female,65,55
25,95,High,High,Yes,7,Medium,Yes,2,High,Private,Negative,2,No,Female,73,57
11,78,Medium,Low,Yes,7,Low,Yes,2,Medium,Public,Neutral,3,No,Female,64,98
12,71,Medium,High,Yes,8,Low,Yes,2,Medium,Public,Negative,2,No,Female,64,78
15,96,Medium,Medium,Yes,7,Medium,Yes,3,Medium,Public,Neutral,4,No,Male,70,58
20,94,Low,Low,Yes,6,Low,Yes,2,Medium,Public,Positive,5,No,Male,70,97
16,67,High,High,No,9,Medium,Yes,2,Medium,Public,Neutral,2,Yes,Male,64,99
24,61,Low,Medium,No,5,Medium,Yes,3,Medium,Private,Neutral,2,Yes,Female,64,94
26,64,Medium,Medium,Yes,7,High,Yes,3,Medium,Private,Negative,2,No,Male,66,62
24,71,Low,High,Yes,5,Medium,Yes,1,Medium,Public,Neutral,3,No,Male,66,64
30,99,Medium,Medium,Yes,5,Low,Yes,2,Medium,Public,Neutral,4,No,Female,74,70
22,82,High,High,No,8,Medium,No,2,Medium,Public,Negative,1,No,Female,69,79
13,75,Low,High,Yes,6,High,Yes,1,Medium,Public,Positive,3,No,Male,67,100
28,96,Medium,Medium,No,4,High,Yes,5,Low,Public,Neutral,5,Yes,Male,73,98
16,78,Low,Medium,No,6,High,Yes,0,Medium,Public,Positive,1,No,Female,66,96
25,73,High,Medium,No,6,High,Yes,2,Medium,Public,Neutral,4,No,Female,67,54
29,98,Medium,High,Yes,5,Low,Yes,3,Low,Public,Neutral,2,No,Male,75,88
23,94,Medium,High,Yes,8,Low,Yes,2,Medium,Public,Positive,2,No,Male,73,94
11,94,Medium,Medium,No,5,Medium,Yes,2,High,Public,Neutral,5,No,Female,67,67
14,80,High,Low,Yes,6,Medium,Yes,0,Medium,Public,Neutral,4,No,Female,65,61
28,92,Medium,Medium,Yes,7,Low,Yes,1,Low,Public,Positive,1,No,Female,71,87
19,67,Medium,Medium,Yes,6,Low,Yes,1,Medium,Public,Neutral,4,No,Male,63,55
20,83,Medium,Low,Yes,6,High,Yes,2,Low,Public,Neutral,4,No,Female,68,97
25,99,Medium,High,No,6,High,Yes,0,Medium,Private,Positive,4,No,Male,72,58
24,72,Low,High,Yes,5,Low,Yes,2,Medium,Public,Positive,2,No,Male,67,73
22,92,Medium,High,No,6,Low,Yes,1,Medium,Public,Negative,4,No,Female,71,99
19,80,Low,Low,No,8,High,Yes,1,Low,Public,Positive,4,No,Male,67,99
18,62,Medium,High,Yes,6,Medium,Yes,0,High,Private,Positive,3,No,Female,66,89
25,91,Medium,High,No,7,Medium,Yes,3,Low,Public,Negative,5,No,Male,72,92
23,67,Low,Low,No,9,Medium,Yes,2,Low,Public,Negative,0,No,Female,64,98
18,85,Medium,Medium,No,8,Medium,Yes,0,High,Public,Negative,3,No,Male,68,96
26,63,High,High,No,5,Medium,Yes,0,Low,Public,Negative,2,No,Female,65,81
19,98,Medium,High,Yes,8,High,Yes,1,Medium,Private,Positive,4,No,Male,74,87
15,72,Medium,Low,Yes,9,Medium,Yes,4,Medium,Private,Neutral,4,No,Female,65,80
15,69,High,Low,Yes,6,Medium,No,2,Low,Public,Positive,2,No,Female,63,75
14,65,Medium,Medium,Yes,5,Medium,Yes,5,Low,Private,Negative,3,No,Male,65,94
18,98,Low,High,Yes,6,Medium,Yes,0,Medium,Public,Neutral,1,No,Male,70,87
27,88,Medium,High,Yes,7,Medium,Yes,0,Low,Public,Neutral,4,No,Male,71,93
15,90,Medium,Medium,Yes,8,Medium,Yes,1,Low,Public,Neutral,1,No,Female,66,55
21,80,Medium,Medium,Yes,6,Low,Yes,2,Medium,Public,Positive,3,No,Male,69,79
16,79,Medium,High,Yes,4,High,Yes,2,Medium,Public,Neutral,2,No,Male,67,66
18,64,Medium,High,Yes,5,Low,Yes,1,Low,Public,Positive,4,No,Male,64,76
11,82,High,High,No,8,High,Yes,2,Low,Public,Positive,2,No,Female,67,81
19,70,Medium,High,Yes,10,Medium,Yes,1,Low,Public,Positive,4,No,Male,67,92
19,99,High,Medium,No,7,Medium,Yes,1,Medium,Public,Neutral,4,No,Male,70,52
23,92,High,High,No,9,Medium,Yes,2,Low,Private,Neutral,1,No,Female,71,58
21,77,Medium,Low,Yes,5,High,Yes,2,Low,Private,Neutral,5,No,Female,68,96
13,66,High,High,No,6,Low,Yes,1,High,Public,Positive,2,No,Male,65,98
27,91,Medium,Medium,No,4,Medium,Yes,1,Low,Private,Positive,3,No,Female,70,53
21,65,Medium,High,Yes,8,Low,No,1,Low,Public,Positive,4,No,Female,64,67
21,68,High,High,Yes,6,High,Yes,3,Medium,Private,Neutral,4,No,Male,67,50
20,68,Low,Low,No,8,Medium,Yes,5,Low,Private,Neutral,3,No,Male,63,88
17,82,Medium,Low,Yes,6,High,Yes,2,Low,Public,Negative,3,No,Female,65,84
21,91,Medium,Medium,Yes,10,High,Yes,2,Low,Public,Negative,2,No,Male,70,78
23,73,Medium,High,No,10,Medium,Yes,1,Low,Public,Neutral,3,No,Male,67,85
10,63,Medium,High,No,4,Low,No,3,Low,Private,Neutral,3,No,Male,60,77
17,79,Low,High,No,8,Low,Yes,1,Low,Public,Neutral,3,No,Female,64,62
18,90,Low,Medium,No,6,Low,Yes,1,Medium,Private,Negative,1,No,Female,65,88
22,69,Medium,Medium,No,8,Low,No,0,Low,Public,Positive,5,No,Female,64,89
27,69,Medium,Low,Yes,5,Medium,Yes,1,Medium,Public,Positive,4,No,Male,67,93
15,98,Medium,Medium,Yes,9,High,Yes,0,Medium,Private,Positive,3,No,Female,71,98
17,98,Medium,Medium,No,9,Low,Yes,0,High,Private,Positive,3,No,Female,69,87
17,100,Medium,High,Yes,5,Low,Yes,1,Medium,Public,Positive,4,No,Male,70,53
15,92,Medium,Medium,Yes,7,Medium,Yes,1,High,Public,Positive,3,No,Female,69,51
18,68,High,High,Yes,7,High,Yes,3,Medium,Public,Positive,4,No,Male,69,87
25,68,Low,Medium,Yes,8,Low,Yes,2,Medium,Public,Neutral,3,No,Female,64,53
14,74,Low,Medium,Yes,7,Medium,Yes,0,Medium,Private,Negative,3,No,Male,63,66
23,73,High,Medium,No,8,Medium,Yes,3,Medium,Public,Positive,2,No,Male,67,57
10,98,Medium,Medium,No,7,Low,No,0,Medium,Public,Neutral,3,No,Female,66,98
17,92,Medium,High,Yes,8,Medium,Yes,2,Low,Public,Positive,3,No,Female,69,66
18,89,Medium,Medium,No,5,Medium,Yes,5,Low,Private,Neutral,4,No,Male,69,53
30,67,Medium,Medium,No,7,High,Yes,2,High,Public,Neutral,3,Yes,Male,69,97
18,96,Medium,High,Yes,9,High,Yes,1,Low,Public,Positive,3,No,Male,72,80
7,93,High,High,Yes,9,High,Yes,1,Medium,Private,Negative,3,No,Female,65,52
8,67,Medium,Medium,Yes,7,Medium,Yes,0,High,Private,Positive,2,No,Male,63,92
20,95,Medium,Medium,No,7,Low,Yes,1,Low,Public,Neutral,4,No,Male,69,58
24,71,High,Medium,Yes,9,Low,Yes,3,Medium,Private,Neutral,3,No,Male,69,90
22,63,Medium,Low,Yes,7,Medium,Yes,2,High,Private,Negative,2,No,Female,64,80
21,86,Medium,Low,Yes,9,High,Yes,2,Medium,Private,Positive,3,No,Male,69,59
27,86,Medium,High,No,7,Medium,Yes,1,Medium,Private,Neutral,3,No,Male,72,88
17,64,Medium,Low,No,7,High,Yes,1,Low,Public,Neutral,4,No,Male,62,73
25,73,High,Medium,Yes,5,Low,No,1,Medium,Private,Positive,3,Yes,Male,66,82
10,100,Low,Medium,No,5,Low,Yes,2,Medium,Public,Neutral,1,No,Female,65,93
15,87,High,High,Yes,8,Medium,Yes,0,High,Public,Neutral,3,No,Female,69,63
9,89,Medium,Low,No,10,High,Yes,1,High,Public,Negative,3,No,Female,65,68
18,69,High,Medium,Yes,7,Medium,Yes,3,Medium,Public,Negative,2,No,Male,67,100
20,63,Low,Medium,Yes,7,Low,Yes,2,Medium,Public,Neutral,2,No,Female,63,75
21,71,High,Medium,No,9,Low,Yes,2,Medium,Public,Neutral,4,No,Male,66,78
20,70,Low,Medium,No,8,Low,Yes,0,Low,Private,Positive,3,No,Male,61,64
14,69,High,Medium,Yes,4,Medium,Yes,1,Medium,Public,Positive,4,No,Female,64,71
19,68,Medium,Low,Yes,8,Low,Yes,1,Medium,Private,Neutral,4,No,Male,64,75
11,83,Medium,Medium,Yes,5,Medium,Yes,2,Low,Public,Neutral,3,No,Male,65,63
28,73,Medium,Low,No,7,Medium,Yes,3,High,Public,Neutral,3,No,Female,68,62
18,93,Low,High,Yes,6,Medium,Yes,1,Medium,Private,Negative,3,No,Male,69,80
17,67,Medium,Medium,No,6,Medium,Yes,0,Medium,Public,Negative,3,No,Female,61,59
30,79,Medium,High,No,7,Medium,No,3,High,Private,Positive,2,No,Female,72,78
13,61,Medium,Low,Yes,8,Medium,Yes,4,Low,Private,Neutral,3,No,Male,61,85
13,79,High,High,No,7,Medium,Yes,1,Low,Private,Neutral,4,No,Male,66,60
13,62,Low,Medium,Yes,9,Medium,Yes,1,Low,Public,Negative,1,No,Male,60,87
20,99,Medium,Low,No,9,Low,Yes,1,Low,Public,Positive,3,No,Male,69,68
23,92,Medium,High,No,9,Medium,Yes,1,High,Public,Neutral,2,Yes,Male,72,100
24,80,Medium,High,Yes,7,Low,Yes,2,Medium,Public,Negative,2,No,Female,69,99
35,63,High,High,Yes,6,Low,Yes,0,Medium,Public,Positive,3,No,Male,71,90
7,84,Medium,High,No,7,Medium,Yes,1,Medium,Private,Neutral,3,No,Male,64,67
24,90,Low,Low,Yes,9,High,Yes,3,Low,Public,Positive,4,No,Male,71,97
17,68,Low,Medium,Yes,9,High,Yes,1,Medium,Public,Negative,3,No,Male,64,100
16,83,Medium,Medium,Yes,4,High,Yes,3,Low,Public,Negative,3,No,Female,67,73
16,93,Medium,Low,Yes,7,Medium,Yes,2,Low,Private,Negative,3,Yes,Male,67,81
15,91,Low,High,Yes,4,High,Yes,1,Medium,Public,Neutral,3,No,Female,66,50
30,92,Low,Medium,Yes,7,Medium,Yes,3,High,Private,Positive,4,No,Male,73,52
25,95,Medium,High,Yes,6,Medium,Yes,1,Medium,Private,Positive,4,No,Male,73,75
20,98,Medium,Medium,No,6,Medium,Yes,0,Medium,Public,Positive,2,No,Male,70,80
28,76,Low,Medium,Yes,8,Medium,Yes,5,High,Public,Positive,4,No,Male,70,66
11,83,Medium,Low,Yes,6,Low,Yes,0,Low,Public,Positive,4,Yes,Female,62,55
12,92,High,Low,Yes,7,Medium,Yes,1,Medium,Private,Neutral,2,No,Male,68,89
7,88,High,High,Yes,6,Medium,Yes,0,Low,Public,Positive,3,No,Female,65,71
16,100,High,High,Yes,7,Medium,Yes,2,High,Public,Positive,2,No,Male,73,82
21,61,High,Medium,Yes,8,High,No,1,Low,Private,Neutral,3,No,Female,65,83
21,74,Medium,High,Yes,6,High,No,0,Medium,Public,Neutral,3,No,Male,66,77
21,71,Low,Medium,Yes,8,Medium,Yes,3,Low,Public,Neutral,3,No,Male,64,59
12,70,Medium,High,No,7,High,Yes,0,Low,Public,Positive,3,No,Male,63,81
25,69,Medium,Medium,No,7,Medium,No,0,Low,Public,Neutral,3,Yes,Male,62,66
21,88,High,Medium,Yes,6,Low,Yes,0,Low,Private,Neutral,4,No,Female,70,91
24,63,Medium,Medium,No,8,Medium,Yes,3,High,Public,Neutral,3,No,Male,65,60
9,90,Medium,Medium,Yes,8,Medium,Yes,0,Medium,Private,Neutral,5,No,Male,64,65
22,88,Medium,Medium,No,7,Low,Yes,4,High,Public,Negative,2,No,Male,70,72
13,70,Medium,Medium,No,7,Medium,Yes,1,Low,Public,Neutral,5,No,Male,62,87
18,70,Medium,Medium,No,8,Medium,Yes,5,High,Public,Positive,2,No,Female,67,86
23,85,Medium,Low,No,8,Low,Yes,1,Medium,Private,Neutral,3,No,Female,66,67
21,90,High,High,Yes,7,High,Yes,2,High,Public,Positive,3,No,Female,74,76
15,95,Medium,High,Yes,9,Medium,Yes,2,Medium,Public,Positive,3,No,Male,69,62
20,94,Medium,High,Yes,8,Low,Yes,0,Medium,Public,Positive,4,Yes,Female,70,89
11,99,Medium,Medium,No,10,Medium,Yes,1,High,Public,Positive,1,No,Female,68,60
27,83,Medium,Low,No,5,Medium,Yes,3,Low,Public,Neutral,2,No,Male,70,91
19,96,Medium,Medium,Yes,8,Medium,Yes,3,Medium,Public,Negative,2,No,Male,71,97
27,92,Medium,Low,Yes,9,High,Yes,2,Medium,Public,Positive,0,No,Female,73,100
17,96,Medium,Medium,No,9,Low,Yes,3,Medium,Private,Neutral,2,No,Male,69,93
17,60,Low,Low,Yes,7,Medium,Yes,1,Low,Public,Positive,4,No,Female,61,61
15,99,Medium,Medium,Yes,5,Medium,Yes,0,Medium,Public,Neutral,2,No,Male,68,71
25,79,Medium,Low,Yes,9,Medium,Yes,1,Low,Private,Positive,2,No,Male,66,54
16,92,High,Low,Yes,6,Low,Yes,0,High,Private,Positive,4,No,Female,67,58
24,65,Low,High,Yes,7,Medium,Yes,1,High,Public,Neutral,1,No,Female,64,52
18,76,Low,High,Yes,10,High,Yes,1,Medium,Private,Negative,4,No,Male,67,82
8,71,High,Medium,Yes,5,Medium,No,0,High,Public,Neutral,4,No,Female,61,77
17,72,Low,Medium,No,8,High,Yes,2,Low,Public,Neutral,3,No,Male,65,96
13,65,Low,High,Yes,6,Medium,Yes,0,Low,Private,Positive,3,No,Female,62,73
20,92,Low,High,No,6,Medium,Yes,0,Medium,Public,Neutral,5,No,Female,69,82
13,60,High,High,No,7,Medium,Yes,1,Medium,Public,Negative,3,No,Female,61,70
26,73,High,Medium,No,8,Medium,Yes,4,Low,Public,Neutral,5,No,Male,69,91
19,67,Medium,Low,No,8,High,No,1,High,Public,Positive,3,No,Male,64,96
19,84,Medium,Low,No,9,High,Yes,1,Low,Public,Positive,3,No,Female,65,72
24,70,Medium,High,No,6,Low,Yes,1,High,Public,Neutral,1,No,Female,64,54
26,70,High,High,Yes,5,Medium,Yes,1,Low,Private,Positive,3,No,Male,68,58
20,80,Low,Medium,Yes,6,High,Yes,1,Low,Private,Positive,3,No,Female,67,86
15,86,High,Medium,Yes,8,Low,Yes,0,Medium,Private,Positive,5,No,Male,68,66
9,65,Low,Medium,Yes,7,Medium,Yes,2,Low,Public,Positive,4,No,Male,61,89
16,67,Medium,High,Yes,4,High,Yes,5,High,Public,Positive,4,No,Male,69,87
16,70,Low,High,Yes,4,High,Yes,0,Medium,Private,Neutral,3,No,Male,64,85
21,99,High,Medium,Yes,7,Medium,No,3,Medium,Public,Positive,4,No,Male,74,91
18,76,Medium,Medium,No,8,Low,Yes,1,Medium,Public,Neutral,4,No,Female,66,88
24,84,Medium,Medium,No,6,Medium,Yes,1,Medium,Public,Negative,2,No,Male,68,82
16,70,Medium,High,Yes,8,High,Yes,3,High,Private,Neutral,3,No,Male,65,50
20,80,Medium,High,Yes,5,Medium,No,0,Low,Private,Negative,3,No,Female,66,76
27,63,High,Low,No,7,Medium,No,2,Medium,Public,Positive,2,No,Female,66,80
